"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"The Naked Spy gives account of his role in Profumo affair","","Norton-Taytor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1992-03-28","Mar 28, 1992","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187267051?accountid=10792&bdid=57410&_bd=aKcqteLqW17O9GseWaNHng4v33I%3D",""
"Pendennis","PROFUMO BOOKS. DECAGENAIRES. HAILSHAM IN MOSCOW","","The Observer (1901- 2003)","Historical Newspapers","","","","1963-07-28","Jul 28, 1963","10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475736422?accountid=10792&bdid=57410&_bd=r8u4GFxpojMOZzBmIVPXqz3M9b0%3D",""
"Stratford after Profumo","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-08-17","Aug 17, 1963","6","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184904288?accountid=10792&bdid=57410&_bd=8ASHSzBwvNREnEsd65RY6UehDy4%3D",""
"Pools apart","Michael Andrews painted Monroe and the Profumo set at play -- but what he really liked was mud flats","Boucher, Caroline","The Observer (1901- 2003)","Historical Newspapers","","","","2001-07-22","Jul 22, 2001","88","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/478255931?accountid=10792&bdid=57410&_bd=DoqnaCPOvtD1nkUPrbiRWq6Goy4%3D",""
"The price of scandal","","","The Observer (1901- 2003)","Historical Newspapers","","","","1973-05-27","May 27, 1973","10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476130846?accountid=10792&bdid=57410&_bd=PjKG8eUg1W9aab7aH9sEFDgGZqM%3D",""
"Use of innuendo attacked by Tory M.P","Mr Profumo gets a few kind words","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-14","Jun 14, 1963","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184931866?accountid=10792&bdid=57410&_bd=Iu3evlFGIUjwcCwdPD42zAu99bY%3D",""
"'Scandal '63'--a brisk resume of the Profumo affair","","Our own Reporter","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-02","Sep 2, 1963","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184880467?accountid=10792&bdid=57410&_bd=6etPBn%2Fe9UWuewXgqW7Wpt%2FpwcA%3D",""
"No security danger in Profumo affair","But Ld. Denning says Premier did not meet responsibility","OUR OWN REPORTER","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-26","Sep 26, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184993067?accountid=10792&bdid=57410&_bd=ZkslMFeVWr9Le8risI10%2FoJxdhY%3D",""
"Profumo complaint rejected","","","The Guardian (1959-2003)","Historical Newspapers","","","","1973-09-26","Sep 26, 1973","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185742676?accountid=10792&bdid=57410&_bd=FLeRD5ujPe%2BmYcpnmUhq9ZS9Gmw%3D",""
"Profumo case man awaits Oswald exhumation","John Ezard talks to the Briton who wants to prove that the Kennedy assassination may have British links","","The Guardian (1959-2003)","Historical Newspapers","","","","1980-08-16","Aug 16, 1980","22","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186222360?accountid=10792&bdid=57410&_bd=FpCZsWBq1Nh46W%2F1Devr5yS6Oxg%3D",""
"The end of Kerala's Profumo Affair","","Dunn, Cyril","The Observer (1901- 2003)","Historical Newspapers","","","","1965-03-07","Mar 7, 1965","5","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475732525?accountid=10792&bdid=57410&_bd=ZsU%2F%2BiteiGAo2kQsCK5Ur6ABqjQ%3D",""
"Determined to have 'whole truth' on Profumo affair","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-29","Jun 29, 1963","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185005111?accountid=10792&bdid=57410&_bd=PTHM5TrKLlRxVutqwPvg%2FNYEMY8%3D",""
"Lord Denning supports 50-year block on Profumo affair documents","","Norton-Taylor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1982-12-02","Dec 2, 1982","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186292945?accountid=10792&bdid=57410&_bd=8iYuvCN%2BKHpQUc851a4KqI%2BT%2BUE%3D",""
"The end of the affair?","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-26","Sep 26, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184898668?accountid=10792&bdid=57410&_bd=YDGu3Rm6InRlZUFmvc6xlsHU10k%3D",""
"No, Minister, 109 times no","DAVID BUTLER explains how PR, money and media have created the modern parliamentary scandal","Butler, David","The Guardian (1959-2003)","Historical Newspapers","","","","1994-10-22","Oct 22, 1994","25","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187620031?accountid=10792&bdid=57410&_bd=%2F4xCdmYSj781hW9dwxzhfT321BI%3D",""
"Lord Denning seeks evidence for Profumo inquiry","","OUR PARLIAMENTARY STAFF","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-25","Jun 25, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184873266?accountid=10792&bdid=57410&_bd=7E6gYCcN0bnU3pjbJlqdu7M3ygo%3D",""
"Candidates accused of Profumo affair 'smear'","","Our Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1964-10-09","Oct 9, 1964","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185024375?accountid=10792&bdid=57410&_bd=AibJIEaPsdbYB2I5d1JPHcyLnEo%3D",""
"Leave Mr Profumo in peace --Minister","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-22","Jun 22, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184915322?accountid=10792&bdid=57410&_bd=kbj2qj0l8BDcyTpMHn1C8WVE7cs%3D",""
"Scandal and a smell of decay","Rattling the bars","Aitken, Ian","The Guardian (1959-2003)","Historical Newspapers","","","","1993-06-05","Jun 5, 1993","26","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187449321?accountid=10792&bdid=57410&_bd=4qDT%2FilMwpETeynfHPEsas%2BXPmc%3D",""
"Profumo papers have not been destroyed","","Simon Hoggart Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1977-04-22","Apr 22, 1977","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186072801?accountid=10792&bdid=57410&_bd=4mTLJkLvh%2FaKzLKC3zpbJ8%2B8OiI%3D",""
"'No attempt at leadership since the Suez affair'","Mr Grimond urges reform","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-16","Sep 16, 1963","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185013418?accountid=10792&bdid=57410&_bd=nsfQVRxI5awqZs7PQh%2BHnCk5mlY%3D",""
"Premier confident on security aspects","Moral issues of Profumo case unresolved","Greenfield, Edward","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-13","Jun 13, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184836677?accountid=10792&bdid=57410&_bd=o5QgKn45V3xX%2BBEGmoBK91MkrtY%3D",""
"April 6, 2023 (Page 16)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-04-06","Apr 6, 2023","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2798922343?accountid=10792&bdid=57410&_bd=MqMfGvJ8rOfe03LCmpn22Bkixx0%3D",""
"Speeches on Profumo affair and Gordon appeal","Prosecution denies 'mission'","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-30","Jul 30, 1963","12","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185016081?accountid=10792&bdid=57410&_bd=%2FgIxyO6IEzP3dlu%2BTGbr8HAbJlk%3D",""
"She would, wouldn't she?","Bronwen Astor finally wants to set tne record stright on the Profumo affaiir. Was it worth the wait?","McCRUM, ROBERT","The Observer (1901- 2003)","Historical Newspapers","","","","2000-02-27","Feb 27, 2000","D11","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/478114511?accountid=10792&bdid=57410&_bd=AsNwqreH31zJwH3gTAznO1QG6yc%3D",""
"Call for Profumo to be forgiven","","Kamal Ahmed Political Editor","The Observer (1901- 2003)","Historical Newspapers","","","","2003-05-18","May 18, 2003","10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/478391234?accountid=10792&bdid=57410&_bd=Cs5ZPbMnUVyJh0v%2BJeWZX2fFV4E%3D",""
"Profumo pool in £50m hotels sale","","Maev Kennedy Arts and heritage correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","2002-11-15","Nov 15, 2002","6","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/189002955?accountid=10792&bdid=57410&_bd=iNmeo0fijqKMrv1KBuIWfE9xZjE%3D",""
"October 11, 2013 (Page 35)","","","(Page 35)","Historical Newspapers","","","","2013-10-11","Oct 11, 2013","35","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745040497?accountid=10792&bdid=57410&_bd=YGT9KeLAyCNYroJ89A%2BCSsVf5iY%3D",""
"Funny dirty business","","","The Guardian (1959-2003)","Historical Newspapers","","","","1989-03-02","Mar 2, 1989","21","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186904889?accountid=10792&bdid=57410&_bd=JTPhsJmGOJugZnqqX0Ec2GVJ1ig%3D",""
"Marshal's wives take lid off a scandal","","Stirling, John","The Observer (1901- 2003)","Historical Newspapers","","","","1964-03-29","Mar 29, 1964","A10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475690951?accountid=10792&bdid=57410&_bd=NgWPcK1tcn6wglgPguk2f69jJUM%3D",""
"Profumo restored to fold with a CBE","","Cole, Peter","The Guardian (1959-2003)","Historical Newspapers","","","","1975-06-14","Jun 14, 1975","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185861104?accountid=10792&bdid=57410&_bd=PWFVlDFD7jD6yECJm%2Fvi%2BoaOrPc%3D",""
"July 8, 1988 (Page 6 of 64)","","","(Page 6 of 64)","Historical Newspapers","","","","1988-07-08","Jul 8, 1988","6","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712952907?accountid=10792&bdid=57410&_bd=cahWOegSMHBon0u5WsBbhWAI6vM%3D",""
"Lord Hailsham best bet","","R. H. S. Crossman, MP","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-27","Sep 27, 1963","22","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185044595?accountid=10792&bdid=57410&_bd=3JIwpa1JI7jEn%2F%2BOm1dHehX6Mzw%3D",""
"The place and the times","","","The Guardian (1959-2003)","Historical Newspapers","","","","1998-06-19","Jun 19, 1998","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188193526?accountid=10792&bdid=57410&_bd=hcz7Lmr7EW8xRi8W3rXa2LE%2Fedg%3D",""
"After the Profumo resignation","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-07","Jun 7, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184844910?accountid=10792&bdid=57410&_bd=crRlLYeBylxDYpGN2PP5Mxhv8QQ%3D",""
"March 2, 1989 (Page 30 of 59)","","","(Page 30 of 59)","Historical Newspapers","","","","1989-03-02","Mar 2, 1989","30","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712988532?accountid=10792&bdid=57410&_bd=nX8PZ4Iw6J4FJWv2uUhmyTig2z8%3D",""
"December 19, 2014 (Page 11)","","","(Page 11)","Historical Newspapers","","","","2014-12-19","Dec 19, 2014","11","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2744974832?accountid=10792&bdid=57410&_bd=xKjCpxgziQZN%2Bx367mVQV5Z2BqA%3D",""
"Pakistan scents a scandal","","Our Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-18","Jun 18, 1963","9","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184857147?accountid=10792&bdid=57410&_bd=ysHaDmASZGNdnfIqY4RzfvcHMA8%3D",""
"Home Secretary shown to be chief of security","Parliamentary storm ahead","FRANCIS BOYD our Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-26","Sep 26, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184993360?accountid=10792&bdid=57410&_bd=oEQelt6lvGMOssxCLqE9gPG2ubc%3D",""
"The Profume affair","","","The Guardian (1959-2003)","Historical Newspapers","","","","1994-11-08","Nov 8, 1994","B10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187589112?accountid=10792&bdid=57410&_bd=xgX0904ORRBoftBECZj0neQkPkQ%3D",""
"London Letter","","Torode, John","The Guardian (1959-2003)","Historical Newspapers","","","","1975-06-17","Jun 17, 1975","13","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185820119?accountid=10792&bdid=57410&_bd=0QzD15mXDhENRdJoKyPP8ONZ%2B2M%3D",""
"September 3, 1963 (Page 7 of 28)","","","(Page 7 of 28)","Historical Newspapers","","","","1963-09-03","Sep 3, 1963","7","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712302571?accountid=10792&bdid=57410&_bd=pkA4tBSmOb8nRe7joABU%2FgXVYaY%3D",""
"Cashing in on betrayal and bootleg sex","Where Hitler's henchman was feted, and the war minister dallied with a call-girl","Ezard, John","The Guardian (1959-2003)","Historical Newspapers","","","","1996-03-26","Mar 26, 1996","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187891505?accountid=10792&bdid=57410&_bd=nP1N9HLaVl49tBV9Ifzp0h6Rs4g%3D",""
"Labour 'in dark' over Blunt affair","","Leigh, David","The Guardian (1959-2003)","Historical Newspapers","","","","1979-11-17","Nov 17, 1979","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186143989?accountid=10792&bdid=57410&_bd=GKMEcAjTC0mtURw1qaJIgje5Z4I%3D",""
"pisappomting the vultures","","Burgess, Anthony","The Observer (1901- 2003)","Historical Newspapers","","","","1987-05-17","May 17, 1987","26","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477088461?accountid=10792&bdid=57410&_bd=AmTd3ZECVJ5Dpzshnk%2BQXnPZuR0%3D",""
"December 30, 1993 (Page 9 of 52)","","","(Page 9 of 52)","Historical Newspapers","","","","1993-12-30","Dec 30, 1993","9","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713018253?accountid=10792&bdid=57410&_bd=hFQsmQIB4xcxtXDi%2BPX2FdoyhUY%3D",""
"In the hot seat","","","The Observer (1901- 2003)","Historical Newspapers","","","","2002-02-10","Feb 10, 2002","174","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/478288390?accountid=10792&bdid=57410&_bd=jcGjV4Kj4tQfObZ5%2BpDGBstR%2BgA%3D",""
"June 20, 1963 (Page 15 of 28)","","","(Page 15 of 28)","Historical Newspapers","","","","1963-06-20","Jun 20, 1963","15","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712299294?accountid=10792&bdid=57410&_bd=rIud8xSj2JO72alcKPG8Ni71WAA%3D",""
"December 5, 1988 (Page 7 of 51)","","","(Page 7 of 51)","Historical Newspapers","","","","1988-12-05","Dec 5, 1988","7","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713038399?accountid=10792&bdid=57410&_bd=Hj2T3iJnMe2eUcHqB847Nrck70k%3D",""
"The price of being caught","","O'Donovan, Patrick","The Observer (1901- 2003)","Historical Newspapers","","","","1963-06-16","Jun 16, 1963","11","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475688405?accountid=10792&bdid=57410&_bd=ZcVXACI7gF2y6MHirI9Bas2DomQ%3D",""
"A small scandal in Sydney","","Watkins, Alan","The Observer (1901- 2003)","Historical Newspapers","","","","1986-11-23","Nov 23, 1986","11","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477051842?accountid=10792&bdid=57410&_bd=FzTXZFriJBJkIPyZs9ts2gsPTKg%3D",""
"The Profumo inquiry--no names","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-03","Jul 3, 1963","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185069705?accountid=10792&bdid=57410&_bd=sAKBocQlzjmkkcDLhTijQUlGSSw%3D",""
"Richard Ingrams","","","The Observer (1901- 2003)","Historical Newspapers","","","","1989-02-12","Feb 12, 1989","14","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477225049?accountid=10792&bdid=57410&_bd=Wth8tMooZxDLAviFjXU%2BXSUrmNQ%3D",""
